user_id,message_length,word_count,response_time,sentiment_score,bert_sentiment_num,lda_score,lda_topic,w2v_cluster,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29,w2v_30,w2v_31,w2v_32,w2v_33,w2v_34,w2v_35,w2v_36,w2v_37,w2v_38,w2v_39,w2v_40,w2v_41,w2v_42,w2v_43,w2v_44,w2v_45,w2v_46,w2v_47,w2v_48,w2v_49,w2v_50,gender
user_00360,45.21448863636363,9.115767045454543,854611.0007102273,0.2410514914772727,0.8039772727272727,0.5553787010014205,0,1,-0.3808834672485796,0.7997254936768466,-0.4694637930561079,0.3516884874377131,-1.1732640362357951,0.468448248203125,-0.350103028500142,0.4385917669673295,-0.1456014476769247,0.1669900341682528,-0.7913334071164773,-0.3793978022890625,-0.2746564127741477,0.7562907654261365,-0.746017620731534,-0.1534982809272727,-0.0290945831916505,0.5701469522585227,-0.6835032054481535,-0.2522757594299716,-0.5893678198295454,-0.3927850119663352,0.7785732112784092,1.155745322478693,0.114001908188821,-0.4446097916832386,0.378992313525213,-1.3393275385795451,0.922206899424716,0.582359504872159,-0.00263633506662,-0.014151060152436,0.3210692870340199,-0.460182757459517,0.1020602308944815,-0.7586530484659092,-0.5167207554971591,0.8232625316306819,-0.3102958135160369,-1.171738912059659,-0.4103280630717329,0.2745722592194602,0.1886626551822443,-0.2058906225213778,0.3254534439264915,0.1924366491980113,-0.3288099013705965,-0.6815985044460228,0.3200397876622159,-0.6592003971200284,M
user_00361,61.9749722886646,10.624876028236391,532490.4179452774,0.1949870077591739,0.6272679540283531,0.5451997945289073,0,1,-0.3011042721790776,0.7013765315682282,-0.4284822324128117,0.3779306165137069,-1.182726737321218,0.465698009657908,-0.3124577650873651,0.3947806086793886,-0.0891822271065759,0.2180281176577265,-0.7646936968041421,-0.4797651746366064,-0.2682778077685724,0.7100998723658597,-0.7248023370257336,-0.2058863799867609,-0.1105958355046829,0.5654370242150399,-0.6763907517602241,-0.2450721343117321,-0.6185440672371683,-0.4057172700655796,0.700238220063707,1.1294172296102911,0.1745193270661046,-0.4386488831892538,0.264635971839682,-1.337949060726329,0.9030743197246368,0.5529620772674873,-0.0144024541818094,-0.0119377118088819,0.2876256790674558,-0.4684725053362522,0.0342844114239317,-0.778457651347646,-0.5353931041121288,0.8562813402881045,-0.2172510417496641,-1.151579697666414,-0.4517951430484802,0.2690191001420687,0.1966908236730744,-0.1812161659700583,0.3120557753315326,0.0472892354005139,-0.3330254330965521,-0.6979153539502094,0.345112684752501,-0.6225584137952278,M
user_00362,61.684981684981686,12.164835164835164,1803439.8168498168,0.250996336996337,0.6263736263736264,0.5130186197069597,0,1,-0.3294446278278388,0.7466593633333333,-0.4784342731172161,0.3283246811978021,-1.2036955016483517,0.4517490838315018,-0.3905317716871795,0.4197950944322344,-0.1556077051901465,0.1400113292448351,-0.8129545541868132,-0.3802435128571428,-0.267191002051282,0.7129300741758241,-0.7386652062271062,-0.0968337443388278,-0.0418115621591208,0.550999016007326,-0.7143322534432234,-0.2591771279725274,-0.5705021367252747,-0.3588150166373626,0.7376753299633699,1.113709141098901,0.102024336314652,-0.4433269452747252,0.3609306952197802,-1.3265187505860807,0.9497502545421244,0.5473484754578755,-0.0057281316566666,0.0314514250135531,0.3281527118351648,-0.4693566329780219,0.1318808543406593,-0.7243942480952381,-0.4835896005128205,0.8166913317582418,-0.3271924479542124,-1.13142243003663,-0.3850206285347985,0.2317666771161172,0.1784767427655677,-0.1829808137069597,0.2844438824835165,0.1972774944395604,-0.2649979427472527,-0.6485590353846153,0.3184353712747252,-0.6523882068131868,M
user_00363,74.2532865907099,14.799298860648554,6867637.32427695,0.2854887379491674,0.6016652059596845,0.5189710225547765,0,1,-0.3236593992681857,0.7346442831682735,-0.4673332289482909,0.3381637368049079,-1.213697427497809,0.4688534466283961,-0.3927732131323663,0.4038525110464505,-0.1530621648438602,0.1382340432169588,-0.825834380254163,-0.3999069349728308,-0.2681703593111306,0.7270884663540753,-0.7303701805170902,-0.0982971649425144,-0.0694365998752366,0.5371164432340053,-0.7295259426774758,-0.262137101357581,-0.575419647822086,-0.367722728878922,0.743606567971078,1.1235405846231377,0.1135619356224329,-0.4381245657931639,0.3766664833491805,-1.348936234456617,0.9745039925197196,0.5152712042594216,0.0007864654772129,0.0376440119114715,0.336722848045574,-0.4742114346319018,0.1350464960053637,-0.7296882640052585,-0.4878383538299737,0.8278111999912358,-0.342142125031376,-1.1554413927037686,-0.3910227673028045,0.2368374999660385,0.1788413333148553,-0.1933892769544697,0.2983628049991236,0.1781450916422874,-0.2550252735560911,-0.6564427875276073,0.3201625559579316,-0.6581464124583698,M
user_00364,43.9036231884058,8.493115942028986,1221932.6438405798,0.2642814855072463,0.6902173913043478,0.524251353856884,0,1,-0.342546964945471,0.7555155547536232,-0.4589138256323913,0.3472837223261413,-1.1679677024860506,0.4671406644872463,-0.3399886489537935,0.4199678425922102,-0.1267663031366695,0.1842926918534017,-0.7894337585471014,-0.4038935877065217,-0.2701062942128623,0.7214856662062862,-0.7372041527445652,-0.1772549520280253,-0.0813344783463349,0.5596795155398551,-0.6879079625438406,-0.2653883844786232,-0.5922880310573551,-0.3861082814938406,0.7301278687806159,1.149860733656522,0.1460846670735206,-0.4399315872028986,0.3305514575144022,-1.3538256806195652,0.9252976993460144,0.5628370419358696,-0.0075156724210045,0.006006199903521,0.3118232331487137,-0.4710928502803732,0.0783038330164058,-0.7585685858188406,-0.505132101871558,0.8409985353857972,-0.2778348496957953,-1.1616302072778986,-0.4133777222486232,0.2634581438965942,0.1969252740933098,-0.1945244562030134,0.3044723738431159,0.1329879726456686,-0.3301036632699275,-0.6821132893702898,0.316784370933442,-0.6436586159583333,M
user_00365,42.84909974278365,8.70848813946842,1515500.5564446985,0.1671338096599028,0.649042583595313,0.5450141845470134,0,1,-0.3609667048253787,0.777297193521006,-0.4728870892863676,0.3394287275128608,-1.1893809513260931,0.4634781745541583,-0.3657922780022292,0.4317374599742783,-0.1523117708090783,0.148452192568308,-0.7987724032866533,-0.3877097520999428,-0.2742565369865676,0.7488082257084882,-0.7366464549356959,-0.1318607035691226,-0.0333141575263212,0.563119337179194,-0.7033777635718776,-0.2546737032992283,-0.5876641113118034,-0.3903691101023149,0.7679286737267791,1.1462519012643613,0.106670750226819,-0.4493753536296084,0.3791194848315233,-1.339133259096885,0.9458937778136612,0.5485613131294655,-0.0015804342320025,0.0044513893401769,0.325911273523178,-0.4621449538920263,0.115618397300643,-0.7514489106030294,-0.5044652115415833,0.827542840637325,-0.3322695979819091,-1.169831058868248,-0.395448885336096,0.2652090819098028,0.1912254302970277,-0.2093533450098714,0.3152795717830808,0.1943835862931751,-0.3038250679799943,-0.6715040502257787,0.3261597273489569,-0.6519006351214632,M
user_00366,44.939586645469,9.208267090620032,529627.9809220986,0.1794162162162162,0.6661367249602543,0.516320133100159,0,1,-0.3510570756438791,0.7595169271383148,-0.4739983900604133,0.3329408052538951,-1.200537667281399,0.4663445025119237,-0.3790233593593005,0.4253993125755167,-0.1627764925645469,0.1576131681837838,-0.8170342900794914,-0.3792140286527822,-0.2688155748553259,0.7398675008903021,-0.7374660361049284,-0.1155174264779014,-0.0483736486497933,0.5535414557233704,-0.7116218732432432,-0.2601326373155803,-0.5842187718282988,-0.3812461089666136,0.764809123354531,1.137985743290938,0.1143475763660413,-0.4465639155325914,0.386075636772655,-1.335931500953895,0.9543431962639112,0.5348660146581876,-0.0001721470817424,0.003609276590302,0.3364797649203497,-0.4709919646263911,0.1232266915595548,-0.7485543906836248,-0.5047293307949126,0.8281919804133545,-0.3391359319419714,-1.1675719947853735,-0.4032686398982512,0.2479859147535771,0.1837965888712241,-0.1941646999109698,0.305237585518124,0.1903848358206677,-0.2878270639109698,-0.6576166715262322,0.3194335580127186,-0.6675713487122417,M
user_00367,77.27460249247959,14.553072625698324,2664221.0085947574,0.249086076493339,0.6484744305973357,0.5277646551267726,0,1,-0.319182317899871,0.7247954472024065,-0.4053472580584443,0.3886018675242801,-1.1913432241727546,0.4722331532449506,-0.3403947215250107,0.3834172003566824,-0.0835948665672763,0.198156403697731,-0.7853505617060593,-0.4673441931336484,-0.2758292699694886,0.7071019356080791,-0.7391334399742158,-0.2036857948004426,-0.1094022416971156,0.5656417816845725,-0.6724659734035239,-0.2501520892494628,-0.6092648739707778,-0.4073099032531156,0.7099162099871078,1.1447392157627847,0.1650264112584271,-0.4478404823678556,0.3119977746519553,-1.35437522062312,0.90144686398367,0.5795728380446927,0.0103184789441499,0.0037981539260064,0.3213388269022776,-0.4756861190141813,0.0420302676093253,-0.7610055946454662,-0.5349141976347228,0.8595968009686291,-0.2408981764683283,-1.156950351611517,-0.4707440834344649,0.2831780488405672,0.202606366044134,-0.1840903373637731,0.3173040056918779,0.0622362039793854,-0.3188668373141383,-0.6888119292479588,0.3292335221740438,-0.6574824258530296,M
user_00368,87.18627450980392,17.40819964349376,216201.1221033868,0.2618726381461675,0.6122994652406417,0.5327536874242425,0,1,-0.3305747393137255,0.7286225217647059,-0.454405898627451,0.3430285750445632,-1.2084054991087343,0.4730666816301248,-0.3944007555766489,0.3880859597950089,-0.14423460829718,0.1307891929065597,-0.8147499376381462,-0.4054066082308378,-0.2517685977094474,0.7337076765240642,-0.7114494759625668,-0.1126500521109625,-0.0782126825074688,0.5191056937700534,-0.730972827184492,-0.2753076156755793,-0.5781321357433155,-0.3920501589483066,0.7082429740819964,1.105253083778966,0.140962650547237,-0.4342278952495543,0.3827371529803922,-1.3506119580213904,0.9528669509269164,0.4905205376024955,0.0008353430801283,0.0440640936734402,0.3235055525855614,-0.4635712759607843,0.131280293851426,-0.7142972718805704,-0.483430056657754,0.8544647945454545,-0.3235665670641711,-1.1441547472727271,-0.3867974784257575,0.2446825321247771,0.202885034872549,-0.200732635508467,0.3004561409500891,0.1406222665622103,-0.2537904708475935,-0.6662179604991088,0.2995374540900178,-0.65635473728164,M
user_00369,75.84845360824742,15.28556701030928,369233.7226804124,0.3169343298969072,0.5608247422680412,0.5343988577113402,0,1,-0.3236851522680412,0.7321480752886598,-0.4609237154742268,0.335803204371134,-1.199702653927835,0.4573529041907216,-0.3900477589793814,0.393467702556701,-0.1522544845798969,0.1319615770711752,-0.8177106310206186,-0.4012072722577319,-0.2655909532164948,0.7231205302061856,-0.7273322814536082,-0.0971371257283649,-0.0714413257922783,0.5413242348144329,-0.7343435574639176,-0.2721505471680412,-0.5654368826907217,-0.3754312450886597,0.7219965990515465,1.111227275969072,0.1207841895996907,-0.4504017634329897,0.3680810643123711,-1.3550096992164948,0.974445401371134,0.5090677920515464,0.0133044799094948,0.0484735492389587,0.3368819826268041,-0.4690224870489691,0.1365343087241237,-0.7261208481237114,-0.4815465269175257,0.8465830591340207,-0.3349694450896907,-1.1330797519690723,-0.3897985314742268,0.2367524878597938,0.1927385411340206,-0.1953209645464948,0.2867172971247423,0.1695040092368041,-0.252850125671134,-0.6622076658969072,0.3094811260701031,-0.6519634722783505,M
